symbol,return_2018,return_2019
AAPL,-0.053901851703416215,0.8895781134816192
MSFT,0.20795288655398747,0.575580898382476
AMZN,0.2843168343310971,0.23027756991021753
FB,-0.2571121455299499,0.5657182566395071
GOOGL,-0.008012210753471583,0.28176204351240197
GOOG,-0.010311581376645673,0.2910458950432
JNJ,-0.05131458655435195,0.1622004279467526
PG,0.03569840735925167,0.39700532924958365
V,0.16487584097099317,0.4332700786492909
NVDA,-0.3081524452176002,0.7694303028809795
MA,0.2531289672735413,0.5915801177097679
HD,-0.07295495428681442,0.3055980925725188
UNH,0.14523939984044243,0.20003060801675532
JPM,-0.0662379207195618,0.4725703251808624
VZ,0.11256699895466982,0.138334835422661
ADBE,0.29102943702837725,0.4577881484753328
NFLX,0.3943529601975897,0.20888441367579125
PYPL,0.14221668803789655,0.28635988994457806
CRM,0.3398219405314895,0.1874132862129423
DIS,0.036078176936076956,0.33513502550622
INTC,0.04226528962079512,0.3071196445560844
CMCSA,-0.12710809404995338,0.3404258112675842
MRK,0.3995387781266355,0.22271417650899794
T,-0.22252027044884348,0.4554526077505774
PFE,0.24818921072754052,-0.06907931568005798
WMT,-0.03431963642022329,0.30162982988997866
PEP,-0.04812869739448733,0.2737592478854731
ABT,0.29061840157668994,0.22080191230662516
KO,0.0677349567809824,0.205994381809812
BAC,-0.14996580261317294,0.46190232375985096
TMO,0.1821010243647958,0.45549949440099113
CSCO,0.16571591379419748,0.13812616436722602
MCD,0.057791156941471744,0.13971481824764798
COST,0.10599289372817733,0.4570070732396938
NKE,0.19868166031626266,0.3809407391953077
ABBV,-0.009564821574767346,0.02964462225289166
AMGN,0.15233077730686584,0.2760107172841646
AVGO,0.021831569139864948,0.29051648625902216
ACN,-0.06228694635921339,0.512136067513224
XOM,-0.15093320054524406,0.07232874596536032
NEE,0.14303708170498908,0.426858787395318
MDT,0.15184817842302523,0.2733823490993659
DHR,0.11804507903633787,0.49553802275720304
QCOM,-0.07588788842525884,0.6076410150902376
BMY,-0.1289570142273374,0.27738108154363594
TXN,-0.071694994114559707,0.3956345447737608
UNP,0.052621438575482404,0.3369986990542677
CVX,-0.0974741924248419,0.1527366194011459
LOW,0.012167674589507183,0.32234366851187835
LIN,0.03011648171701342,0.3904191351676747
UPS,-0.15476010716987898,0.2423636041879491
PM,-0.3329610141421472,0.35021297497376525
ORCL,-0.029695701366787897,0.1934327739551034
HON,-0.08207294941170329,0.3669510594472625
LLY,0.40451648915408644,0.1613995548081386
IBM,-0.22557999016497376,0.23576076689919723
AMT,0.13323302728917752,0.47866101484361434
SBUX,0.1473607843776441,0.39085262598911963
AMD,0.7957197470817121,1.4842905462779274
WFC,-0.2182920124789316,0.21441154216173453
CHTR,-0.1517739950171626,0.7022142165764318
NOW,0.36551886161146463,0.5856220288858967
LMT,-0.16345898059739272,0.5254663521629754
MMM,-0.16899136349686505,-0.042908036284804774
FIS,0.10319997729382857,0.3718805355010708
C,-0.2848627895864453,0.5782040651471692
BA,0.1150165479351064,0.033382314168923566
SPGI,0.013737377068729684,0.6226676075466115
RTX,-0.1465736958848547,0.44244531125862996
INTU,0.25858378262890946,0.34113504104470205
ISRG,0.31232534218049346,0.2343397810773884
MDLZ,-0.04268257738974712,0.40423861003466444
BLK,-0.21600639421428225,0.3186536381419043
CAT,-0.1755810566707119,0.19513606800447936
TGT,0.04670527840199079,1.0017279861806792
GILD,-0.09919877126563892,0.07880628818944158
ZTS,0.1944732625212302,0.5570895559516325
CVS,-0.0703629454241701,0.17260117980148548
PLD,-0.06248402344763693,0.5586566675312941
MO,-0.27142255435609863,0.07870042079772666
BKNG,-0.008816017406608756,0.19235141692301405
VRTX,0.10576542035389402,0.3212840972241344
CCI,0.01752517374974616,0.3545088185218146
DE,-0.028958270093874194,0.1829548426462968
TJX,0.18941626878215345,0.38756635599796185
GS,-0.3352524359249429,0.4047899435405067
EQIX,-0.2041391226769922,0.688613077321055
SYK,0.02434920894126069,0.35328788869404004
ANTM,0.18109930207833091,0.1633480034000645
TMUS,0.001574602474400777,0.2328249766888073
BDX,0.0661464965437808,0.22202967638572835
DUK,0.07414581716647572,0.1028694454140493
D,-0.07591244511197326,0.2149883382198905
AXP,-0.026201799866303777,0.3251739052133762
CL,-0.19191429376650537,0.1859605814770371
APD,0.0026062351133666617,0.5001745844168368
ATVI,-0.260737794763262,0.2861782591316484
CI,-0.06463049871087534,0.07697950290914268
FDX,-0.3467380732143368,-0.04777739394002667
CME,0.32145260827397926,0.09666114335144749
ADP,0.14254788625990567,0.3270772672290394
REGN,-0.006543225499758054,0.005301234270415067
CSX,0.1446721084325835,0.1805702130311373
FISV,0.12087235199047197,0.5734113504806464
MMC,-0.001422138912645532,0.4233490619626621
SO,-0.037519625805180645,0.5165283229187692
ICE,0.08108293869192562,0.24470606460533828
MS,-0.2275944157872476,0.32673967725128006
SHW,-0.03228751147200315,0.496974253683814
AMAT,-0.3492199597811896,0.8985515855392767
BSX,0.42557477105386177,0.279569920769666
ITW,-0.22103379287979597,0.4560327390252825
HUM,0.16272312600571937,0.28936561750202405
PGR,0.09394272442488649,0.2513505693297682
GE,-0.5533968210844111,0.5393669268505377
NSC,0.05220396770544733,0.32388515382261573
GPN,0.029184004021293397,0.7725197859491835
MU,-0.2283560123627435,0.6949259060825717
DG,0.17546949405252676,0.4570574382269208
CB,-0.09633863684341493,0.22937770898618726
TFC,-0.10240448343933806,0.34551684477800837
ADSK,0.22684344697427372,0.4264832094978366
NEM,-0.05756499150908423,0.30516511622815057
KMB,-0.020592192435157197,0.24574604948197787
USB,-0.12360650205574575,0.3362220884232523
EL,0.03375810860459283,0.6034413795159521
EW,0.3589743678466861,0.5230789741915585
LRCX,-0.2440080077027872,1.1933346106419207
ECL,0.11070960496356697,0.32264794299591104
NOC,-0.18952201939887137,0.4268851908855362
AON,0.0994442414855472,0.44675140858343587
MCO,-0.041031703672078756,0.7126002157131326
PNC,-0.169771360567343,0.4090555362931909
ILMN,0.37274010772254784,0.10605807269164957
BIIB,-0.05540381584007681,-0.013923972547482233
WM,0.05320921734631634,0.3045078441285116
SCHW,-0.18225714920325853,0.1637693452751794
ADI,-0.016391246545299776,0.41309496042956995
AEP,0.05384343057633556,0.30519493976466383
ROP,0.03514911317307745,0.336632812147424
BAX,0.02887923139148274,0.2839756683662291
ETN,-0.10043047253551074,1.3754095180965504
DD,-0.21149259383082253,-0.1307452511889189
DLR,-0.03002359148530942,0.16516647719260202
DXCM,1.0874717736098933,0.8258764567810568
EMR,-0.11872546300273235,0.3153489822449491
EA,-0.24890533502580114,0.3624381770402647
GM,-0.15056405009314444,0.14018347677296994
CTSH,-0.09424137138910815,-0.010720222711010252
GIS,-0.31570171810384795,0.43128130594883674
LHX,-0.0337599905046595,0.4920741007114513
XEL,0.05879049431909267,0.32371256585129227
TWTR,0.19700124947938336,0.11517045929018788
SBAC,-0.008998439186505558,0.49298658072466317
COP,0.15628862198773819,0.06629274863834866
EXC,0.18328502091830257,0.042755083737398225
EBAY,-0.25622683633962606,0.3058570214483918
CMG,0.4939280022624919,0.9386969766593187
ORLY,0.4314874741016559,0.2727907139844896
SRE,0.044886616368167154,0.4400788020258437
PSA,0.006219493698621514,0.08962696062304021
CNC,0.1429421717474657,0.0905463455144373
ROST,0.04780971594403738,0.41338868783923677
IDXX,0.18953829167610015,0.4037737844581488
COF,-0.22766098115258093,0.3861677599844269
HCA,0.4337103171965384,0.20244752596746518
SNPS,-0.011731581692435045,0.6524216560404001
TEL,-0.18555768857767763,0.29365294232421735
APH,-0.06824115900322247,0.34907357847010756
GD,-0.21340917334457488,0.14795192165980553
SYY,0.05482611563821638,0.3964010773078761
A,0.016653687348065604,0.2753958842843802
KLAC,-0.12489514430055493,1.0398774036162237
STZ,-0.2872601039046433,0.19846324163224738
WEC,0.0787363732987938,0.3704733555282298
CMI,-0.22064661126860685,0.3803751241500919
CDNS,0.039693926351028086,0.5952162143514259
JCI,-0.19849625233409018,0.4090606374746082
IQV,0.18661895430809095,0.33003355134774126
VRSK,0.13583339089827762,0.37917541186946946
MNST,-0.2223099980674671,0.29114176572243466
MSCI,0.17948620112761482,0.7719401988611383
CTAS,0.09035583678454251,0.6173278681737557
INFO,0.0624583942428758,0.5707733203446419
TROW,-0.0974934081394595,0.35609625989144456
TT,0.04408024584510639,0.48322520641283884
ALL,-0.19520132093536247,0.38821320673484805
PCAR,-0.15318275041649532,0.45046828434155106
ES,0.06408540161860077,0.34489132245422405
MET,-0.15765263168527188,0.28837138988889666
PPG,-0.10997928546840641,0.32806264454247436
ANSS,-0.031506159807742073,0.8008255239845319
ZBH,-0.13304142054132395,0.4537441945746665
YUM,0.14606483082727606,0.11414507857734768
AZO,0.17848662846680785,0.4210344497841805
PEG,0.04675807131036991,0.17089754384235545
BK,-0.10846343746805098,0.09556924286777368
TRV,-0.09644537561865585,0.17004358042854273
BLL,0.22648053222579878,0.4183267498416132
MCHP,-0.16706770412221628,0.48025751835346453
WLTW,0.024245511238594863,0.348096805197881
MSI,0.2963859901709296,0.42191100858340946
AWK,0.013186315074539934,0.3779264931651962
CLX,0.06553552385675698,0.022301581890536104
KR,0.02075403488082994,0.0790016017278643
F,-0.3520286432356068,0.29639731405852054
ED,-0.06621100184136575,0.22543191721620492
HPQ,-0.002046522585042343,0.03874882196723983
TDG,0.23829280042297696,0.8440762470337582
BBY,-0.20634366319808162,0.7050220737964781
SWK,-0.28133228850870295,0.4126063045428836
ADM,0.05275865246208444,0.17102594728947795
XLNX,0.28821890476439815,0.16397218950111436
WBA,-0.036504233758721805,-0.10992013531899103
PH,-0.23995464685060586,0.4075206450367368
DHI,-0.3126403938086213,0.5428995230349323
ALXN,-0.1858850718583518,0.11082581028321892
FAST,-0.016074987407196595,0.45075208335568506
SWKS,-0.28302472650575117,0.8410322941762542
FTV,-0.06144225183063723,0.13327447466150244
APTV,-0.26704956264789437,0.5588951000286275
ROK,-0.21788023582620397,0.37848572398869296
PAYX,-0.010790921296733536,0.34526332714340935
MAR,-0.19047432593618885,0.4148859986806235
PRU,-0.2646229934416836,0.20104504260291178
GLW,-0.03283979607400789,-0.01023916150720594
HLT,-0.09399419840738465,0.554805957202988
AFL,0.06202848788758053,0.18550879299584655
RMD,0.36381630618031946,0.37846016067677746
AIG,-0.3209221153030032,0.33580825893221267
MCK,-0.2840461957993622,0.26722358983426653
KMI,-0.11184916873348372,0.4442728227601742
WELL,0.15309510981822916,0.23036898247794135
MKC,0.3901186259899261,0.23653113937515524
MTD,-0.08706740905644994,0.4025955747301446
VFC,-0.011881159516939244,0.5175895221148572
ALGN,-0.05742836709637367,0.3323784478185987
LEN,-0.3790916967389443,0.42957599325888496
CHD,0.3322815988324659,0.0836282979869738
WMB,-0.23875561067371232,0.14179259896411622
AME,-0.05892562347797803,0.4826866034750499
FCX,-0.4510620633238094,0.2958791654910595
LUV,-0.28213362738985226,0.17721660760885483
CERN,-0.22184295186546077,0.4101561814466701
PSX,-0.12282804242825163,0.33974980149873146
CPRT,0.10627460306262093,0.9033069046317899
DTE,0.05105699749146564,0.2138506813083716
DLTR,-0.1583263285495542,0.04129764171833483
AVB,0.010001895898517743,0.24096933108636054
O,0.15941663247532123,0.21268976049675015
HSY,-0.029158147344024554,0.4020255728693516
WY,-0.3546298447277778,0.4557268778240011
PPL,-0.03011678330031864,0.334172498195656
VRSN,0.29578810213582485,0.29934589045398363
STT,-0.3396960035533223,0.29347355548827614
SLB,-0.4465892158712441,0.17728637473737852
SPG,0.025531236107678712,-0.0674282145221462
WST,-7.696076338371549e-4,0.5413097088523511
EOG,-0.1866388669247695,-0.028220073447819627
ETR,0.10603108507540515,0.44309345381914067
AJG,0.19186201082719534,0.31785068871384725
FLT,-0.03486978248759798,0.5492138673852367
DAL,-0.0866089407257532,0.20376317397953914
KHC,-0.4224814223053801,-0.21201936126990917
RSG,0.08854050993669649,0.26617020845240313
AEE,0.13993164239000677,0.20815300442070628
ARE,-0.08974255105753359,0.44040467121225957
EIX,-0.06651068196657495,0.37608854678294223
EFX,-0.19958440280178513,0.5231132561716327
MXIM,0.0019336284978732632,0.25246674764204724
AMP,-0.3682659317561836,0.6396277951736986
FRC,0.010695789196870642,0.3615820811789583
TTWO,-0.06230640428408085,0.18933356927659672
EQR,0.07079087335100565,0.2616640129336014
KEYS,0.4923078121301834,0.6531893314049828
MKTX,0.05633253651249137,0.8066242948583802
LH,-0.20782392977944741,0.338793895704385
DFS,-0.21798774383548414,0.4693761063844606
MPC,-0.08233372817198237,0.06050002134556176
AKAM,-0.06088559254480952,0.4142107755661175
CDW,0.1797501279376552,0.7822097942316755
VMC,-0.22282458256025672,0.4713451861641984
CMS,0.0824836386444392,0.30036064523100436
LYB,-0.21694388434384881,0.44633570713187654
TSN,-0.32822878050385174,0.7464750355114067
ODFL,-0.05644034003710241,0.5442682571955244
AMCR,-0.17828120335026065,0.2308173416684849
CAG,-0.41985988627737103,0.654989596827531
CTXS,0.16807330988869684,0.09763590486549156
INCY,-0.32858198002937355,0.37317188237144183
HOLX,-0.038596538011695936,0.27031633918814313
KSU,-0.08055955515863811,0.6234263402657689
TSCO,0.13344432147388385,0.13531120853482914
COO,0.1683611129570799,0.262692009389744
VLO,-0.1573070389253669,0.3026793386423292
DPZ,0.3237028921148415,0.19629821309538675
FTNT,0.6120394051737106,0.5158313502768705
GWW,0.21686160955131317,0.22248871747117827
NTRS,-0.14680520097574423,0.3058579430301749
VTR,0.03445991918788649,0.03427421000223707
K,-0.1331904273740886,0.2607745279686309
CBRE,-0.07550219174550477,0.5307192674645538
ETSY,1.3261612554444375,-0.06874082404877024
QRVO,-0.0881381107548983,0.9138811625226413
PAYC,0.5243370341258053,1.1621887830671
IP,-0.27721374471255666,0.19470194880439573
VAR,0.019433162043487773,0.2532874195267394
DOV,-0.11010763185741801,0.6579722581867065
TFX,0.04447700372138774,0.46257530809671454
FE,0.2785292328743112,0.34131525131664264
KMX,-0.02183061072028436,0.3975768850629684
BR,0.07857197303694408,0.3058885731539518
LVS,-0.21618444163739692,0.39539476798100415
EXPD,0.06519729419194542,0.1617125944806861
PEAK,0.13688789684537994,0.2915639875092302
DGX,-0.1384202102253138,0.31955956985877165
FITB,-0.2031543020495984,0.3520020612407577
STE,0.23658092496434402,0.44088628832595345
NVR,-0.30534857844009466,0.562751561404649
XYL,-0.010100177019968792,0.1958872946424921
MLM,-0.21545602337709557,0.6417846526834221
MAS,-0.32696426790393507,0.6627139228399013
SYF,-0.37841888830222614,0.574811849978321
TYL,0.049534051688211456,0.6145731229038216
NDAQ,0.0820623620178269,0.33877844181783345
CTLT,-0.24099322098377696,0.8056446119307248
EXR,0.07285475589145429,0.20707174677434703
ABC,-0.17569579498476728,0.16480698093042312
PXD,-0.23769869692242473,0.16077453642194994
ZBRA,0.5340076242579683,0.6042203631029419
GPC,0.04110631265807929,0.14048722471658093
DRE,-0.019683636804595173,0.37606349423512886
PKI,0.07803720679874848,0.2400658739236452
HRL,0.20342336749655177,0.0784955425363274
DRI,0.06888049540714158,0.12290724017189492
CHRW,-0.03630144502701271,-0.04709281185911807
GRMN,0.10762166085053626,0.5812903280037169
MAA,-0.01063223962385762,0.4251613121247255
NUE,-0.16360919991880718,0.11841885501950289
ESS,0.04827374340848167,0.25920226756333387
TER,-0.24373852498463655,1.1892892704765439
CAH,-0.23926472304063418,0.1804186746041423
FMC,-0.20835903628674834,0.5861202831901584
IEX,-0.03159968457741813,0.3794475791816534
HIG,-0.19239379260290834,0.3971492141409876
IR,-0.35299784036807735,0.9280330965940025
SJM,-0.22576939757366588,0.1489515048783101
ULTA,0.09469727095238722,0.033899702399929676
CE,-0.14305946387441992,0.39851829679727624
IFF,-0.10097234464748961,-0.01695820167809392
PHM,-0.20762276012882852,0.5132695863030665
EXPE,-0.04961092055454175,-0.028992784406723482
URI,-0.4035832900102776,0.6265483821959268
SIVB,-0.18757755592971637,0.321819690625734
LNT,0.023697380900455922,0.33426242755661106
JKHY,0.09381862230297644,0.16440639573362126
TIF,-0.2095046573950875,0.6979257939715389
FBHS,-0.436576259676251,0.749120167941999
WAT,-0.02350022233552229,0.23853698081750263
LDOS,-0.16716206137162415,0.8882310194624965
HPE,-0.05621236155090714,0.23736715440372835
J,-0.10576885840939376,0.5499184386535039
BXP,-0.10858281934140579,0.26086962814442716
MTB,-0.14583899973590797,0.2165072814022715
AES,0.39020554263310214,0.42146801296227077
KEY,-0.24609050697025836,0.42720379889756566
RCL,-0.16134591901208606,0.3994206195003005
ABMD,0.7343791796728205,-0.4751723133258958
EVRG,0.10943095411314396,0.18379934226633732
CINF,0.06254259441385779,0.3887224377492142
WHR,-0.34497667497451945,0.4283439770977526
ATO,0.10394982585532087,0.231379232722982
TDY,0.14308591696668782,0.6735403355639042
ANET,-0.10561170213420756,-0.03464643143777546
OKE,0.06269669314990645,0.47761523674481987
BIO,-0.027024749880795618,0.5934458591273539
ETFC,-0.11217140474202825,0.04699492704587782
IT,0.038083588500469556,0.20541310092030995
RF,-0.20585775676319962,0.33348296655862675
CFG,-0.2743502364105249,0.41836326328696916
WAB,-0.13258570905262668,0.11462912128773506
STX,-0.02900323757956702,0.6214081845687909
OMC,0.039359665518277964,0.14374403383260725
AAP,0.5821684110616117,0.018700626312671442
JBHT,-0.18409182142720426,0.26770462391336736
HES,-0.13143964971887945,0.677103617655856
WDC,-0.5190289517023392,0.7714192251689382
CNP,0.036995155568972926,0.006127671033540061
HAS,-0.08200412984948535,0.33406057362193486
EMN,-0.1909867014982023,0.12006790070330586
PFG,-0.34961898649481393,0.29713234474240235
AVY,-0.2027525576098902,0.4854424581973713
UAL,0.24228487411617583,0.05207205116187574
PKG,-0.2884776397807052,0.38350534107848233
UDR,0.06403342456711392,0.21480845962694572
CBOE,-0.2059825544023487,0.2415632860778203
CPB,-0.29119537769522563,0.5519278147194482
HAL,-0.4430830210000224,-0.048979796599352365
NTAP,0.0966872395687901,0.07431861841118126
LW,0.3181099559856986,0.18266595938794472
XRAY,-0.42995964942668874,0.5314322583551265
HBAN,-0.1462671320963279,0.3174247264762018
ALB,-0.38889412878792073,-0.032831684144250306
ALLE,0.01175133735288103,0.5788973519768417
WU,-0.06725373062949958,0.6284898629878715
RJF,-0.156500379408254,0.2279564675879049
MGM,-0.26164321915367783,0.39686700885746795
WRB,0.055550984953878224,0.4355686220820034
WRK,-0.3834882882838506,0.19294497374921993
UHS,0.03162099311267408,0.23620680166038888
HSIC,0.1236405184498961,0.08339281276699162
L,-0.08555114776744921,0.15895306013665222
CXO,-0.31573698055588906,-0.14307548074971088
PNW,0.0357620605588056,0.0906100276537225
BKR,-0.3042584501191613,0.230141826685746
NI,0.01924651248071152,0.13034278614374406
BWA,-0.30974979769136524,0.2713377479597914
OXY,-0.1304894014225666,-0.2828312954216612
GL,-0.1723063658338465,0.4234062646267993
TXT,-0.18596668512666126,-0.028633834968339378
HST,-0.13198115261472065,0.16646424420368833
SNA,-0.14864616394601027,0.1953589038601642
RE,0.0072502128324829496,0.3016657326176666
LKQ,-0.4165232071071161,0.5044248209018121
CCL,-0.23399993252648077,0.07368595766052288
NRG,0.39589544131454013,0.006884470487253491
IRM,-0.07970413832433454,0.058714772541599514
PNR,-0.18870358238884777,0.23680661056098296
PWR,-0.2293490693572876,0.3584144662904458
MYL,-0.3523989753628226,-0.26642335766423353
LYV,0.1569180173831337,0.45116753299492385
ROL,0.17607483834983118,-0.06949996472447151
LB,-0.5431447456118741,-0.2517838820118461
AOS,-0.293487196814579,0.13648933825481024
AIZ,-0.09179446686123371,0.49781795776114546
DISH,-0.4770680837696335,0.42050470246314386
FFIV,0.23479650788906792,-0.1381226016053978
JNPR,-0.030856682157405002,-0.05659025979468735
WYNN,-0.40180171556706656,0.44994964504529045
COG,-0.21072357183962998,-0.20780319445693907
DVA,-0.28775087889273354,0.4580256598916763
CF,0.051320599630240604,0.12728425547755995
NWL,-0.37527746323660915,0.09427696139554054
IPG,0.06070304028497664,0.1695582514898355
AAL,-0.3768906320878367,-0.09571938012683612
SEE,-0.28195818661101213,0.16111585445190624
REG,-0.12002789625097454,0.11429744537466635
MOS,0.14297763647934847,-0.25279598703714556
RHI,0.04823125837733366,0.1275604777188557
PRGO,-0.5507765252916754,0.3565092879339251
DISCK,0.09022201228153026,0.32105719237435015
TAP,-0.29883162112954753,-0.004370496049143524
IPGP,-0.470928882666397,0.2791949573731576
MHK,-0.5760782836407021,0.16603972440184456
LNC,-0.31978694269735275,0.17953743190451044
HBI,-0.38042662770460967,0.22901717785766285
HII,-0.18213141611314743,0.3400307398009521
BEN,-0.23847635367807085,-0.09286111018356058
CMA,-0.19175959313901014,0.0846411302423602
VNO,-0.17749174608296758,0.149263842538087
LEG,-0.22250423769365268,0.4713022934845392
FRT,-0.08100394824418544,0.12512811059764317
NWSA,-0.28993176871026216,0.2642403203723851
AIV,0.042612536695346925,0.25782278443123996
ZION,-0.18254438510208826,0.30997821929673797
NLSN,-0.3195498745923776,-0.08655913702027518
KIM,-0.13260929870921456,0.49745640429665805
DXC,-0.34624217159440784,-0.27901813197386904
FLIR,-0.05432031578807539,0.21194801092222093
FANG,-0.2634846843194858,0.009166784614298873
ALK,-0.15548826126474313,0.13781594776365647
PBCT,-0.1976906415488766,0.22126831506141542
PVH,-0.32183935089582616,0.13304690060093538
NCLH,-0.20394368075117364,0.37791935310024405
TPR,-0.21392849103617606,-0.15968087030408085
IVZ,-0.5138085624158502,0.14913544276231794
NBL,-0.34673587366979575,0.35365663761238
GPS,-0.2194903652537179,-0.2811123838163293
UNM,-0.45220408571384463,0.026300640520092955
DVN,-0.45087646099192524,0.16810325912429414
APA,-0.3638644113024909,0.011203198620657329
XRX,-0.29378284847402214,0.9227033682398982
SLG,-0.18802052068226272,0.20961164770341356
RL,0.018165872351224355,0.1607001325422428
FLS,-0.08201447110824367,0.3366302839548101
DISCA,0.10545134519442989,0.32336305578011304
NOV,-0.2827746746869022,-0.016906472919397952
MRO,-0.14365293100867615,-0.03925631950786934
HFC,0.019943981508050657,0.019407145395681002
FTI,-0.36315472208148325,0.12093070779794513
UAA,0.22453222453222477,0.22241086587436332
UA,0.2139639639639641,0.18614718614718595
NWS,-0.2946580540457431,0.2744418018162127
